hlutur	nk	736
einn	l	735
skip	nh	725
kona	nv	703
tveir	t	700
sami	f	698
aldrei	a	689
nema	c	687
niður	a	681
ár	nh	673
prestur	nk	670
slíkur	f	668
bjóða	s	664
tími	nk	663
kunna	s	663
ráð	nh	660
skilja	s	656
falla	s	645
sýna	s	636
stór	l	624
heimur	nk	606
senda	s	603
bæði	c	603
móti	a	598
nafn	nh	596
hinn	f	595
barn	nh	586
fólk	nh	582
heldur	c	580
lið	nh	579
hjarta	nh	572
nótt	nv	572
eður	c	570
ráða	s	563
lengi	a	561
heilagur	l	557
sinn	nh	549
hvar	a	545
synd	nv	540
veita	s	539
jörð	nv	537
gamall	l	537
líða	s	534
líta	s	534
hestur	nk	525
búinn	l	517
sannur	l	515
þurfa	s	503
báðir	f	497
hús	nh	496
ofan	a	494
Sturla	nk	487
hvort	c	483
þangað	a	477
fylgja	s	477
borg	nv	476
vetur	nk	472
auga	nh	472
leita	s	468
Illugi	nk	464
jarl	nk	463
Jón	nk	461
utan	a	456
fótur	nk	456
trúa	s	456
hversu	a	454
meðan	c	452
líka	a	451
leið	nv	451
dóttir	nv	446
fé	nh	441
vegur	nk	438
ná	s	436
sækja	s	433
oft	a	433
sumur	f	433
Eg	f	429
milli	a	429
hlaupa	s	428
of	a	426
né	c	426
bóndi	nk	421
illur	l	420
ríki	nh	418
mikið	a	418
vinna	s	418
kirkja	nv	417
þótt	c	417
nær	a	415
þrír	t	409
drepa	s	408
dauði	nk	404
snúa	s	394
leiða	s	393
stund	nv	392
kenna	s	390
Oddur	nk	384
já	a	382
ferð	nv	378
langur	l	378
höfuð	nh	376
fullur	l	372
keisari	nk	371
nærri	a	371
fyrstur	l	371
undan	a	368
draga	s	365
reyna	s	365
lifa	s	364
lag	nh	364
Finnbogi	nk	359
síðar	a	359
Grettir	nk	355
andi	nk	354
sök	nv	353
hugur	nk	350
vinur	nk	348
Drottinn	nk	346
Kristur	nk	345
verk	nh	344
færa	s	343
móðir	nv	340
muna	s	335
burt	a	334
drottinn	nk	331
Þorsteinn	nk	328
ungur	l	328
himinn	nk	327
hvor	f	326
hugsa	s	325
sumar	nh	321
illa	a	320
þá	c	319
þaðan	a	318
varla	a	317
nýr	l	313
morgunn	nk	309
bær	nk	307
vor	nh	306
Þorlákur	nk	305
eilífur	l	305
jafnan	a	302
sál	nv	298
Haraldur	nk	297
bíða	s	297
horfa	s	297
réttur	l	297
dauður	l	296
þekkja	s	296
höfðingi	nk	295
samt	a	292
nefna	s	291
neinn	f	289
trú	nv	289
vegna	a	288
Gissur	nk	288
strax	a	282
vopn	nh	281
frændi	nk	280
fundur	nk	280
bak	nh	276
Gunnar	nk	275
sverð	nh	273
bregða	s	269
lærisveinn	nk	266
von	nv	265
berja	s	263
borð	nh	262
elska	s	262
telja	s	261
heima	a	258
Hákon	nk	257
slá	s	257
Þorgeir	nk	253
reka	s	253
ljós	nh	252
skipa	s	251
vatn	nh	250
úti	a	250
höggva	s	248
langt	a	248
virða	s	248
renna	s	246
hyggja	s	245
háttur	nk	245
ljúka	s	244
hvernig	a	243
hingað	a	243
stundum	a	243
María	nv	242
bara	a	238
enda	c	238
án	a	238
þegar	a	237
sæll	l	237
bók	nv	237
aldur	nk	234
saga	nv	232
eð	c	231
vald	nh	231
fár	l	226
lýsa	s	225
leysa	s	223
lofa	s	223
inni	a	222
dómur	nk	221
dyr	nv	219
sár	nh	219
lesa	s	219
skrifa	s	217
engill	nk	217
Árni	nk	214
þing	nh	213
frammi	a	212
fyrri	l	212
blóð	nh	209
veisla	nv	208
fagur	l	208
þriðji	l	207
harður	l	206
vilji	nk	206
munur	nk	206
síra	nk	205
boð	nh	205
deyja	s	205
flytja	s	204
drekka	s	204
líkami	nk	204
brjóta	s	203
hljóta	s	202
bréf	nh	201
kaupa	s	201
hefja	s	201
fjall	nh	200
Ólafur	nk	199
Gyðingur	nk	199
munnur	nk	199
Brandur	nk	198
bæn	nv	198
kostur	nk	197
nei	a	196
friður	nk	196
efni	nh	196
meðal	a	196
hverfa	s	194
Einar	nk	192
næstur	l	192
kvöld	nh	191
Ófeigur	nk	191
verja	s	191
dýrð	nv	191
sterkur	l	190
mæta	s	190
Þórður	nk	189
gegnum	a	189
minna	s	189
vís	l	188
Gróa	nv	187
Sigríður	nv	186
fjórir	t	185
þakka	s	184
norður	a	184
sundur	a	184
heill	l	182
helgur	l	182
sigla	s	181
dæmi	nh	181
mót	nh	180
postuli	nk	180
miskunn	nv	180
kristinn	l	179
hjálpa	s	179
þarna	a	178
Pétur	nk	178
Ísland	nh	178
gull	nh	178
hár	l	178
byrja	s	177
dýr	nh	177
suður	a	176
rétt	a	176
riddari	nk	174
veröld	nv	174
miður	l	174
Egill	nk	173
skjótt	a	173
tíðindi	nh	173
systir	nv	172
selja	s	172
skjöldur	nk	172
höfuðsmaður	nk	171
Páll	nk	171
alltaf	a	169
nógur	l	169
kasta	s	168
skipta	s	168
innan	a	168
uppi	a	167
eldur	nk	166
fyr	x	166
erindi	nh	166
alveg	a	165
Geirmundur	nk	165
ó	a	165
missa	s	165
dæma	s	164
tólf	t	164
kross	nk	164
fæða	s	164
jafnvel	a	163
hálfur	l	162
sól	nv	162
svona	a	161
Vilhjálmur	nk	161
Björn	nk	161
kjósa	s	161
þola	s	160
þjóð	nv	160
herbergi	nh	159
ágætur	l	159
vekja	s	159
garður	nk	159
sem	a	159
engi	nh	159
víst	a	158
hitta	s	157
áfram	a	156
Sigurður	nk	156
skjóta	s	156
fimm	t	156
Þorgrímur	nk	155
steinn	nk	155
djöfull	nk	155
ske	s	153
binda	s	153
þannig	a	153
sveinn	nk	153
þiggja	s	153
sofa	s	152
spjót	nh	152
veður	nh	152
loft	nh	152
matur	nk	152
haf	nh	152
hvergi	a	152
flokkur	nk	151
hætta	s	151
drottning	nv	151
hve	a	151
Þórarinn	nk	150
grípa	s	150
rísa	s	150
fast	a	150
lítt	a	150
Jökull	nk	149
seint	a	149
merki	nh	149
hvert	a	148
hold	nh	148
hvorki	c	148
atburður	nk	147
hérað	nh	147
bæta	s	147
kraftur	nk	147
hani	nk	146
skógur	nk	146
her	nk	146
glaður	l	145
flýja	s	145
kveld	nh	145
sveit	nv	145
læra	s	145
ást	nv	145
dvelja	s	144
drengur	nk	144
Grímur	nk	144
Anno	e	143
dalur	nk	143
frétta	s	143
óvinur	nk	143
nema	s	143
þjóna	s	143
öngvur	f	143
séra	nk	141
vestur	a	141
elska	nv	141
eyra	nh	141
stefna	s	140
framan	a	140
laus	l	140
ríkur	l	140
fátækur	l	140
byggja	s	140
kveðja	s	139
brjóst	nh	139
líkur	l	139
Napóleon	nk	138
Daði	nk	138
stofa	nv	138
sjór	nk	138
skylda	nv	138
peningur	nk	137
Helgi	nk	137
brenna	s	137
hríð	nv	137
Bárður	nk	136
náð	nv	135
andlit	nh	135
virðing	nv	135
tré	nh	135
kvinna	nv	134
harla	a	134
beiða	s	134
Noregur	nk	133
Magnús	nk	133
bardagi	nk	133
þungur	l	133
vanur	l	133
pabbi	nk	132
rödd	nv	132
gjöf	nv	131
mót	a	131
raun	nv	130
leika	s	130
ræða	s	130
haust	nh	129
játa	s	129
vara	s	129
sex	t	129
reiði	nv	128
merkja	s	128
eiginn	l	127
burtu	a	127
geyma	s	127
vænn	l	127
gleði	nv	127
Þorkell	nk	126
vísa	nv	126
brátt	a	126
stíga	s	126
helvíti	nh	126
vondur	l	126
skammur	l	126
klæði	nh	126
Órækja	nv	125
Snorri	nk	125
gráta	s	125
meina	s	125
gleyma	s	125
pína	nv	124
Guðmundur	nk	124
bú	nh	124
háls	nk	124
Sveinn	nk	124
hví	a	124
kannski	a	123
rúm	nh	123
ræða	nv	123
Hrafn	nk	122
sigur	nk	122
vera	nv	122
Víglundur	nk	121
detta	s	121
fylking	nv	121
Kolbeinn	nk	121
brott	a	121
vika	nv	121
afl	nh	120
hellir	nk	119
hertogi	nk	119
leikur	nk	119
norðan	a	118
himneskur	l	118
skuld	nv	116
meistari	nk	115
Bjarni	nk	115
hlýða	s	115
víða	a	115
njóta	s	115
rétta	s	114
tíð	nv	114
prófastur	nk	113
vakna	s	113
ýmis	f	113
bani	nk	112
hjálp	nv	112
braut	nv	112
lýður	nk	112
mynd	nv	112
aðeins	a	112
líka	s	112
Alexander	nk	111
kapítuli	nk	111
tjald	nh	111
gæta	s	111
þora	s	111
rauður	l	111
sár	l	111
stafur	nk	111
Indriði	nk	110
héðan	a	110
fagna	s	110
frelsari	nk	109
erkibiskup	nk	109
náttúra	nv	108
Danmörk	nv	108
búð	nv	108
skap	nh	108
annars	a	108
tal	nh	108
kenning	nv	108
hægri	l	108
Guðbrandur	nk	107
meður	a	107
kyrr	l	107
gólf	nh	107
högg	nh	107
var	l	107
brauð	nh	107
svar	nh	107
fylla	s	107
staddur	l	107
æðri	l	107
rita	s	107
Þorbjörn	nk	106
eta	s	106
víkja	s	106
mamma	nv	105
þvílíkur	f	105
treysta	s	105
réttlæti	nh	105
jól	nh	104
svartur	l	104
á	nv	104
anda	s	104
sýn	nv	104
em	nh	104
austur	a	104
heitur	l	103
endi	nk	103
höll	nv	103
birta	s	103
hreinn	l	103
auðvitað	a	102
Jónsson	nk	102
syngja	s	102
grið	nh	101
hár	nh	101
Eiríkur	nk	101
reiður	l	101
þræll	nk	101
mein	nh	101
konar	nk	101
gifta	s	100
æ	a	100
Þorgils	nk	100
frú	nv	100
reisa	s	100
vaxa	s	100
kærleiki	nk	99
embætti	nh	99
hefna	s	99
gjalda	s	99
undra	s	99
andlegur	l	99
lögmaður	nk	99
Ari	nk	99
tunga	nv	99
Ketill	nk	98
hátt	a	98
fríður	l	97
lítið	a	97
Gísli	nk	97
kastali	nk	97
opna	s	97
hlið	nv	97
gata	nv	97
karl	nk	97
vöxtur	nk	97
Sighvatur	nk	96
safna	s	96
húsfreyja	nv	96
stökkva	s	96
fastur	l	96
sannleiki	nk	95
vitur	l	95
sérhver	f	94
drott	nk	94
ætt	nv	94
megin	a	94
gegn	a	94
ér	x	94
þegja	s	94
Hóll	nk	93
Þorvaldur	nk	93
hlæja	s	93
amen	a	93
vitni	nh	93
stúlka	nv	92
skoða	s	92
sæng	nv	92
segjandi	nk	92
vega	s	92
sjö	t	92
hræddur	l	92
lifandi	l	92
hvítur	l	92
snemma	a	92
leyti	nh	91
hérna	a	91
sýslumaður	nk	91
blessaður	l	91
för	nv	91
eigna	s	91
velja	s	91
mánuður	nk	91
hátíð	nv	91
þjónusta	nv	91
síðir	nv	90
spámaður	nk	90
skíra	s	90
hljóð	nh	90
greina	s	90
hugi	nk	89
þvo	s	89
gluggi	nk	89
upphaf	nh	89
skammt	a	89
Reginbald	nk	88
kær	l	88
völlur	nk	88
feðgar	nk	88
bein	nh	88
Jerúsalem	nv	88
hægur	l	88
sannlega	a	88
svefn	nk	88
varðveita	s	88
heiman	a	87
gaman	nh	87
fjöldi	nk	87
stóll	nk	87
vígja	s	87
ávöxtur	nk	87
heimta	s	87
loksins	a	86
lögmál	nh	86
skepna	nv	86
öld	nv	86
hluti	nk	86
in	e	86
auka	s	86
grein	nv	86
danskur	l	86
Þjóðólfur	nk	85
eign	nv	85
langa	s	85
feginn	l	85
festa	s	85
bragð	nh	85
skapa	s	85
sauður	nk	85
Skálholt	nh	84
vara	nv	84
tíu	t	84
laun	nh	84
heilsa	s	83
Ormur	nk	83
vænta	s	83
óttast	s	83
vist	nv	83
þökk	nv	83
ávallt	a	83
nauðsyn	nv	83
duga	s	83
síðari	l	83
vanta	s	82
Auðunn	nk	82
kaldur	l	82
unna	s	82
önd	nv	82
boðorð	nh	82
upprisa	nv	82
hundruð	t	81
sjúkur	l	81
dýrka	s	81
sætta	s	81
skyldur	l	81
hringur	nk	81
uppá	a	80
1	t	80
vinátta	nv	80
kaupmaður	nk	80
forn	l	80
sunnan	a	80
musteri	nh	80
mær	nv	80
vín	nh	80
Þorfinnur	nk	79
dreyma	s	79
lærdómur	nk	79
alþingi	nh	79
Símon	nk	79
guðspjall	nh	79
hart	a	79
2	t	78
mágur	nk	78
ljós	l	78
gleðja	s	78
hvíld	nv	78
viss	l	78
Davíð	nk	78
fögnuður	nk	78
kringum	a	77
sála	nv	77
fang	nh	77
spretta	s	77
verður	l	77
ævi	nv	77
eiður	nk	77
jartein	nv	77
fiskur	nk	77
átta	t	77
þénari	nk	76
undarlegur	l	76
Ragnhildur	nv	76
klerkur	nk	76
skóli	nk	76
stinga	s	76
leyfa	s	76
svíkja	s	75
sigra	s	75
auglit	nh	75
syndugur	l	75
myrkur	nh	75
vandi	nk	75
hvíla	s	75
forða	s	75
tala	nv	75
Ásbjörn	nk	74
bíta	s	74
skáli	nk	74
draumur	nk	74
tár	nh	74
vindur	nk	74
skírn	nv	74
grafa	s	74
gestur	nk	74
vit	nh	74
hvaða	f	73
Þorleifur	nk	73
síða	nv	73
vaka	s	73
sverja	s	73
sorg	nv	73
heiðinn	l	73
styrkja	s	73
mundu	s	73
silfur	nh	73
þenni	nk	73
vísa	s	73
einnig	a	72
meðtaka	s	72
alt	nk	72
Ásmundur	nk	72
þennur	l	72
neita	s	72
lítillæti	nh	72
skína	s	72
réttlátur	l	72
4	t	71
skorta	s	71
sæmd	nv	71
fallinn	l	71
sofna	s	71
breyta	s	71
Marteinn	nk	71
sanna	s	71
fremja	s	71
lík	nh	71
drykkur	nk	71
Halli	nk	70
3	t	70
félagi	nk	70
yðra	s	70
starf	nh	70
sæti	nh	70
ótti	nk	70
lúta	s	70
ið	nh	70
réttur	nk	70
verzlun	nv	69
Ketilríður	nv	69
Grikkur	nk	69
hjálmur	nk	69
varða	s	69
hirða	s	69
létta	s	69
járn	nh	69
efri	l	69
kristni	nv	69
benda	s	69
Jóhannes	nk	69
banna	s	69
Jarlsson	nk	68
hugsun	nv	68
snerta	s	68
Þorvarður	nk	68
sætt	nv	68
heimili	nh	68
loks	a	68
eg	x	68
girna	s	68
gagn	nh	68
hvaðan	a	68
gröf	nv	68
kvöl	nv	68
skáld	nh	68
jafnt	a	68
Marta	nv	67
Ingibjörg	nv	67
Ásgrímur	nk	67
blása	s	67
átt	nv	67
verð	nh	67
fjandi	nk	67
kosta	s	67
fjórði	l	67
níu	t	67
einmitt	a	66
nota	s	66
Gellir	nk	66
samviska	nv	66
vinna	nv	66
Jarl	nk	66
Ólöf	nv	66
herðar	nv	66
skaði	nk	66
votta	s	66
öðlast	s	66
klæða	s	66
meta	s	66
fella	s	66
Georgíus	nk	65
Erasmus	e	65
hjól	nh	65
kapp	nh	65
Eyjólfur	nk	65
greiða	s	65
daglega	a	65
frétt	nv	65
vandræði	nh	65
styrkur	nk	65
siður	nk	65
hræða	s	65
hundrað	nh	65
hundrað	t	65
una	s	65
Helga	nv	65
iðra	s	65
bjartur	l	65
vitja	s	65
Ektor	nk	64
flótti	nk	64
róa	s	64
Magdalena	nv	64
liðinn	l	64
handa	a	64
vinstri	l	64
sjaldan	a	64
hreinsa	s	64
seinn	l	64
þörf	nv	64
blífa	s	63
stuttur	l	63
kyssa	s	63
sjón	nv	63
heiður	nk	63
hundur	nk	63
fela	s	63
máttur	nk	63
traust	nh	63
kyn	nh	63
einkum	a	63
písl	nv	63
mark	nh	63
jafn	a	63
erfiði	nh	63
tröll	nh	62
eik	nv	62
sökum	a	62
vörn	nv	62
sleppa	s	62
ormur	nk	62
eyða	s	62
styðja	s	62
boða	s	62
fljúga	s	62
litur	nk	62
gangur	nk	62
jú	a	61
alvara	nv	61
fljótt	a	61
Brynjólfur	nk	61
valda	s	61
Þórir	nk	61
foreldrar	nk	61
kanna	s	61
tuttugu	t	61
huggun	nv	61
iðrun	nv	61
lærður	l	61
fursti	nk	60
Ármann	nk	60
kring	a	60
máti	nk	60
íslenskur	l	60
vagn	nk	60
Kári	nk	60
rífa	s	60
hurð	nv	60
vestan	a	60
hæð	nv	60
tákn	nh	60
stýra	s	60
gæska	nv	60
hjón	nh	60
Ingveldur	nv	59
jarlsson	nk	59
veikur	l	59
haus	nk	59
ásamt	a	59
skilningur	nk	59
launa	s	59
ríkja	s	59
synda	s	59
skera	s	59
Metternich	e	58
Kristín	nv	58
orsök	nv	58
Hrólfur	nk	58
partur	nk	58
kveðja	nv	58
fóstri	nk	58
niðri	a	58
ritning	nv	58
bót	nv	58
læknir	nk	58
sómi	nk	58
Jesú	nk	58
almáttugur	l	58
alþýða	nv	58
stéva	s	58
hirð	nv	58
slíta	s	58
blað	nh	57
Darius	e	57
hamingja	nv	57
jötunn	nk	57
sekur	l	57
brynja	nv	57
neðan	a	57
vitnisburður	nk	57
ljósta	s	57
risi	nk	57
eggja	s	57
mannkyn	nh	57
opinn	l	57
auglýsa	s	56
víg	nh	56
blár	l	56
frægð	nv	56
vígi	nh	56
hátta	s	56
mjúkur	l	56
velta	s	56
sunnudagur	nk	56
ábóti	nk	56
uns	c	56
annaðhvort	c	55
Skúli	nk	55
fóstbróðir	nk	55
erfiður	l	55
rannsaka	s	55
gruna	s	55
fær	l	55
blindur	l	55
græða	s	55
harmur	nk	55
helga	s	55
fagnaður	nk	55
karlmaður	nk	55
Bylgja	nv	54
kaupstaður	nk	54
sannleikur	nk	54
öxi	nv	54
annaður	l	54
lágur	l	54
saklaus	l	54
forðum	a	54
sæla	nv	54
þjónn	nk	54
spila	s	53
einasti	l	53
ætíð	a	53
brúka	s	53
piltur	nk	53
berserkur	nk	53
Óspakur	nk	53
dýr	l	53
6	t	53
víkingur	nk	53
skömm	nv	53
Skagafjörður	nk	53
hætta	nv	53
ófriður	nk	53
Anna	nv	53
höfn	nv	53
stöng	nv	53
kaup	nh	53
villa	nv	53
veggur	nk	53
leyna	s	53
vandlega	a	53
lamb	nh	53
gegna	s	53
Andri	nk	52
soddan	l	52
Hólmkell	nk	52
samband	nh	52
kappi	nk	52
Finnur	nk	52
Álfur	nk	52
fylgdarmaður	nk	52
horn	nh	52
fyrrnefndur	l	52
öruggur	l	52
hræra	s	52
Jakob	nk	52
messa	nv	52
frjáls	l	52
Dominus	e	52
ala	s	52
tilfinning	nv	51
meining	nv	51
svipur	nk	51
yfirgefa	s	51
hvör	nh	51
brosa	s	51
Þuríður	nv	51
söðull	nk	51
fugl	nk	51
lausnari	nk	51
frelsa	s	51
djúpur	l	51
minning	nv	51
venja	nv	51
þrífa	s	51
andlát	nh	51
fús	l	51
eðli	nh	51
Hellismaður	nk	50
einn	nv	50
frómur	l	50
Kristí	nk	50
geð	nh	50
virki	nh	50
vinsæll	l	50
kýr	nv	50
veraldlegur	l	50
vottur	nk	50
aumur	l	50
harðla	a	50
náungi	nk	50
Júdas	nk	50
jafn	l	50
iðran	nv	50
heiði	nv	50
rangur	l	50
engja	s	50
trúarbrögð	nh	49
vör	nv	49
hata	s	49
herbúð	nv	49
segl	nh	49
dreki	nk	49
Guðrún	nv	49
henda	s	49
byrði	nv	49
England	nh	49
stela	s	49
fingur	nk	49
bil	nh	49
liður	nk	49
ekkja	nv	49
staðfesta	s	49
vær	l	49
léttur	l	49
heiti	nh	49
hópur	nk	48
hvör	nk	48
Þorbjörg	nv	48
gjarnan	a	48
húsbóndi	nk	48
góss	nh	48
Eyri	nv	48
Markús	nk	48
síðan	c	48
öxl	nv	48
enda	s	48
páfi	nk	48
koma	nv	48
hvílíkur	f	48
þvíað	c	48
byr	nk	48
alleina	a	47
Jarlmann	nk	47
Torfi	nk	47
frægur	l	47
kné	nh	47
haugur	nk	47
fremri	l	47
Styrmir	nk	47
skipti	nh	47
Þórðarson	nk	47
fjörður	nk	47
fyrst	c	47
deyða	s	47
fórn	nv	47
senn	a	47
órar	nk	47
þýða	s	47
yrkja	s	47
Abraham	nk	47
Grímsi	nk	46
verzlunarstjóri	nk	46
gyðingur	nk	46
óspakur	nk	46
reyndar	a	46
Magnússon	nk	46
hrökkva	s	46
afla	s	46
sókn	nv	46
líklegur	l	46
hugleiða	s	46
hryggur	nk	46
fall	nh	46
semja	s	46
kveikja	s	46
mildur	l	46
týna	s	46
neyta	s	46
girnd	nv	46
faðmur	nk	46
altari	nh	46
lof	nh	46
illska	nv	46
vóra	nv	46
tönn	nv	46
ólíkur	l	46
tilvera	nv	45
Kristófer	nk	45
teikn	nh	45
beita	s	45
bekkur	nk	45
lenda	s	45
fylgd	nv	45
ræningi	nk	45
Eysteinn	nk	45
sætur	l	45
Klængur	nk	45
elta	s	45
kátur	l	45
spurning	nv	45
nálega	a	45
páskalamb	nh	45
gjald	nh	45
guðlegur	l	45
austan	a	45
fat	nh	45
hagur	nk	45
myrkvastofa	nv	45
sakir	a	45
skjótur	l	45
tign	nv	45
hugmynd	nv	44
Björg	nv	44
ennþá	a	44
dyggð	nv	44
sérdeilis	a	44
okur	nh	44
glíma	s	44
heldri	l	44
fullkominn	l	44
frumhlaup	nh	44
Pálnatóki	nk	44
kafli	nk	44
höggur	nk	44
Tunga	nv	44
son	nk	44
tún	nh	44
ey	nv	44
skrift	nv	44
fýsa	s	44
misseri	nh	44
hanga	s	44
helgi	nv	44
kaffi	nh	43
Kaðlín	nv	43
eilífð	nv	43
auk	a	43
þenkja	s	43
Foss	nk	43
hvern	nk	43
loka	s	43
frelsi	nh	43
hraustur	l	43
5	t	43
grár	l	43
landsmaður	nk	43
herja	s	43
Ögmundur	nk	43
Ragnheiður	nv	43
viður	nk	43
byggð	nv	43
þolinmæði	nv	43
trúr	l	43
efla	s	43
pína	s	43
dýrlegur	l	43
vígsla	nv	43
ella	a	43
hreppstjóri	nk	42
ástæða	nv	42
Hallgrímur	nk	42
so	a	42
dýrmætur	l	42
vakt	nv	42
Hans	nk	42
óska	s	42
predika	s	42
ævinlega	a	42
Oddsson	nk	42
hlusta	s	42
stöðugur	l	42
kerling	nv	42
strákur	nk	42
gripur	nk	42
leyfi	nh	42
bjarg	nh	42
bresta	s	42
hringja	s	42
þagna	s	42
öl	nh	42
húskarl	nk	42
þjófur	nk	42
meir	l	42
gjörður	l	42
skapari	nk	42
batna	s	42
heilsa	nv	42
steypa	s	42
stræti	nh	42
áminning	nv	42
ljótur	l	42
himinríki	nh	42
lok	nh	42
guðdómur	nk	42
líkamur	nk	42
kennimaður	nk	42
kljúfa	s	42
uppfylla	s	41
dómari	nk	41
máltíð	nv	41
Gunnbjörn	nk	41
hrista	s	41
blíða	nv	41
íþrótt	nv	41
skemmta	s	41
hamar	nk	41
sendimaður	nk	41
strjúka	s	41
ákaflega	a	41
fjarri	a	41
samþykkja	s	41
fyrirgefa	s	41
skjálfa	s	41
neyða	s	41
lausn	nv	41
skýra	s	41
sótt	nv	41
kynna	s	41
óguðlegur	l	40
Örn	nk	40
öngva	nv	40
almúgi	nk	40
bátur	nk	40
10	t	40
hernaður	nk	40
kunnugur	l	40
hlað	nh	40
Hermundur	nk	40
Halldórsson	nk	40
reikna	s	40
skemmtan	nv	40
ber	l	40
hross	nh	40
nálægur	l	40
digur	l	40
reiðast	s	40
mildi	nv	40
freista	s	40
páskar	nk	40
himnaríki	nh	40
fjárhlutur	nk	40
kviður	nk	40
skipun	nv	40
stýrimaður	nk	40
skoðun	nv	39
dálítill	l	39
dálítið	a	39
einungis	a	39
vona	s	39
straffa	s	39
sankti	l	39
borða	s	39
samans	a	39
stríð	nh	39
handleggur	nk	39
vettvangur	nk	39
undur	nh	39
viðskipti	nh	39
átta	s	39
Bessastaðir	nk	39
nokkura	nv	39
kollur	nk	39
snara	s	39
Halldór	nk	39
rekkja	nv	39
gras	nh	39
frásögn	nv	39
dylja	s	39
mynda	s	39
færi	nh	39
skattur	nk	39
krefja	s	39
sálmur	nk	39
drottinsdagur	nk	39
hryggð	nv	39
göfugur	l	39
giftur	l	39
geisli	nk	39
burður	nk	39
áhrif	nh	38
öldungis	a	38
hrópa	s	38
klaga	s	38
vissulega	a	38
björn	nk	38
hné	nh	38
grænn	l	38
afi	nk	38
líklega	a	38
Böðvar	nk	38
Borgarfjörður	nk	38
breiða	s	38
brotna	s	38
Skálaholt	nh	38
andskoti	nk	38
borga	s	38
grátur	nk	38
særa	s	38
syndga	s	38
blíður	l	38
stjarna	nv	38
fjötur	nk	38
föruneyti	nh	38
smár	l	38
höfundur	nk	38
einninn	a	37
manneskja	nv	37
kunngjöra	s	37
jungfrú	nv	37
opinber	l	37
furða	nv	37
þvert	a	37
Loftur	nk	37
kippa	s	37
Ólafsson	nk	37
allvel	a	37
heiðingi	nk	37
mörk	nv	37
spara	s	37
auðið	l	37
eins	l	37
lifanda	l	37
ryðja	s	37
láa	s	37
hlífa	s	37
ei	e	37
lúka	s	37
mannlegur	l	37
órum	x	37
hefa	s	37
kapituli	nk	37
band	nh	37
enga	s	37
atkvæði	nh	37
Evgenía	nv	36
vitna	s	36
efi	nk	36
kóngsson	nk	36
þraut	nv	36
föðurs	x	36
klaustur	nh	36
ýmislegur	l	36
verðugur	l	36
mótgangur	nk	36
12	t	36
7	t	36
Einarsson	nk	36
blóðugur	l	36
hleypa	s	36
liðveisla	nv	36
grjót	nh	36
Jörundur	nk	36
tjá	s	36
drífa	s	36
þungi	nk	36
kunnur	l	36
merkilegur	l	36
smyrsl	nh	36
leiði	nh	36
óhreinn	l	36
ónýtur	l	36
spor	nh	36
drukkinn	l	36
sýsla	nv	36
grimmur	l	36
miska	nv	36
glæpur	nk	36
hirðir	nk	36
fyja	s	36
skyndilega	a	36
far	nh	36
springa	s	36
kongur	nk	35
fallegur	l	35
so	c	35
guðsríki	nh	35
útvega	s	35
náðugur	l	35
sennilega	a	35
biblía	nv	35
ii	x	35
gjörð	nv	35
lyfta	s	35
